shipment_id,Route,origin,destination,status,cost,carrier,transport_mode,weight_kg,weather_condition,priority,carbon_emissions_kg,risk_score,dispatch_date,expected_date,delivery_date
TRK-709901,Paris → Melbourne,Paris,Melbourne,Delayed,1521.98,CMA CGM,Sea,2387.80,Storm,Overnight,78797.40,100,2026-03-17,2026-04-08,
TRK-154451,Mumbai → Chicago,Mumbai,Chicago,Delayed,981.18,FedEx,Air,1079.20,Rain,Express,40470.00,20,2026-01-14,2026-01-17,
TRK-155363,Sydney → New York,Sydney,New York,Delivered,463.64,Hapag-Lloyd,Sea,526.60,Rain,Express,26856.60,20,2026-02-28,2026-04-03,2026-04-02
TRK-635375,Melbourne → Sydney,Melbourne,Sydney,Delayed,2572.08,DHL,Road,4003.30,Rain,Express,54044.55,20,2026-04-10,2026-04-13,
TRK-932200,Singapore → Toronto,Singapore,Toronto,Delivered,992.73,DHL,Air,2681.80,Rain,Standard,100567.50,25,2026-02-27,2026-03-02,2026-03-03
TRK-415066,Melbourne → Sydney,Melbourne,Sydney,Delayed,1312.61,FedEx,Air,3428.10,Clear,Critical,42851.25,5,2026-02-21,2026-02-22,
TRK-583532,Los Angeles → Melbourne,Los Angeles,Melbourne,Delayed,2932.14,FedEx,Air,2968.80,Storm,Critical,148440.00,70,2026-02-08,2026-02-12,
TRK-765262,Melbourne → Rotterdam,Melbourne,Rotterdam,Delivered,703.54,Maersk,Sea,2138.00,Rain,Standard,83382.00,25,2026-03-05,2026-03-31,2026-04-01
TRK-630987,London → Sydney,London,Sydney,In Transit,714.71,CMA CGM,Sea,2457.10,Snow,Overnight,84769.95,55,2026-04-11,2026-05-04,
TRK-842169,Dubai → Tokyo,Dubai,Tokyo,Delivered,849.06,UPS,Rail,3885.30,Rain,Critical,48566.25,20,2026-01-20,2026-01-25,2026-01-24
TRK-650895,Dubai → Singapore,Dubai,Singapore,Delivered,3370.82,UPS,Air,3502.60,Rain,Critical,131347.50,20,2026-02-02,2026-02-05,2026-02-05
TRK-127195,Tokyo → Dubai,Tokyo,Dubai,Delayed,198.35,FedEx,Road,272.90,Snow,Standard,3684.15,55,2026-02-19,2026-02-22,
TRK-169160,Singapore → Berlin,Singapore,Berlin,Delayed,443.43,Maersk,Sea,738.30,Storm,Overnight,27686.25,100,2026-03-18,2026-04-12,
TRK-618757,Melbourne → Los Angeles,Melbourne,Los Angeles,Delivered,1544.84,CMA CGM,Sea,4983.30,Clear,Overnight,179398.80,10,2026-02-24,2026-03-20,2026-03-21
TRK-112233,Mumbai → Rajasthan,Mumbai,Rajasthan,Delivered,4560.00,DHL,Air,100.00,Clear,Standard,1250.00,10,2026-04-16,2026-04-17,2026-04-15
